"Sex","Wr.Hnd","NW.Hnd","W.Hnd","Fold","Pulse","Clap","Exer","Smoke","Height","M.I","Age","Wr.Hnd_z","NW.Hnd_z","Pulse_z","Height_z","Age_z","Sex_enc","W.Hnd_enc","M.I_enc","ExerFreq","ExerNone","ExerSome","SmokeHeavy","SmokeNever","SmokeOccas","SmokeRegul"
"Male",18.8,19.1,"Right","L on R",66,"Neither","Freq","Regul",178.5,"Metric",18.083,0.0661645617519512,0.26416990643886,-0.788931240226348,0.682783433821722,-0.567060753125682,2,2,2,1,0,0,0,0,0,1
"Female",17.5,17,"Right","R on L",74,"Right","Freq","Never",157,"Metric",18,-0.636776868447227,-0.848159724987709,0.0107552775331582,-1.64922473498221,-0.606416686071154,1,2,2,1,0,0,0,1,0,0
"Female",16.4,16.5,"Right","L on R",90,"Right","Some","Never",152,"Metric",18.333,-1.23157346323115,-1.11300011342261,1.61012831305217,-2.19155221609941,-0.448518786422452,1,2,2,0,0,1,0,1,0,0
"Male",22,21.5,"Right","R on L",86,"Right","Freq","Never",187.96,"Imperial",20,1.79648192839608,1.53540377092637,1.21028505417242,1.70886702809546,0.341919047554691,2,2,1,1,0,0,0,1,0,0
"Male",19,19.5,"Right","L on R",60,"Right","Some","Never",178,"Metric",18.75,0.174309397167209,0.476042217186777,-1.38869612854598,0.628550685710003,-0.250790785961462,2,2,2,0,0,1,0,1,0,0
"Female",18.9,20,"Right","R on L",86,"Right","Some","Never",171,"Metric",19.083,0.120236979459579,0.740882605621674,1.21028505417242,-0.13070778785407,-0.0928928863127598,1,2,2,0,0,1,0,1,0,0
"Female",15.4,16.4,"Left","L on R",80,"Left","Freq","Occas",160.02,"Imperial",18.5,-1.77229764030744,-1.16596819110959,0.610520165852788,-1.32165893638743,-0.369332752664693,1,1,1,1,0,0,0,0,1,0
"Male",17.9,17.8,"Right","R on L",85,"Left","Some","Never",175.26,"Imperial",18.417,-0.420487197616712,-0.424415103491873,1.11032423945248,0.331355226057779,-0.408688685610165,2,2,1,0,0,1,0,1,0,0
"Male",23.1,22.5,"Right","L on R",90,"Right","Some","Regul",189,"Metric",19.167,2.39127852318,2.06508454779616,1.61012831305217,1.82167114416783,-0.0530627855004728,2,2,2,0,0,1,0,0,0,1
"Female",19.8,19,"Left","L on R",73,"Neither","Freq","Never",172,"Metric",21.5,0.606888738828242,0.21120182875188,-0.0892055371867801,-0.0222422916306307,1.05317084777407,1,1,2,1,0,0,0,1,0,0
"Male",22,22,"Right","L on R",72,"Right","Freq","Never",182.88,"Imperial",19.333,1.79648192839608,1.80024415936126,-0.189166351906718,1.15786230728038,0.0256490803904708,2,2,1,1,0,0,0,1,0,0
"Male",20,19.5,"Right","L on R",72.5,"Right","Freq","Never",170,"Metric",21.417,0.7150335742435,0.476042217186777,-0.139185944546749,-0.239173284077509,1.0138149148286,2,2,2,1,0,0,0,1,0,0
"Female",19.5,18.5,"Right","L on R",68,"Right","None","Never",167,"Metric",18.667,0.444671485705355,-0.0536385596830174,-0.589009610786472,-0.564569772747825,-0.290146718906934,1,2,2,0,1,0,0,1,0,0
"Female",18,18.6,"Right","R on L",84,"Right","Some","Never",175,"Metric",17.5,-0.366414779909082,-0.000670481996037247,1.01036342473254,0.303154197039686,-0.843500619477615,1,2,2,0,0,1,0,1,0,0
"Female",18.3,19,"Right","R on L",72.5,"Right","None","Never",165,"Metric",21.083,-0.204197526786194,0.21120182875188,-0.139185944546749,-0.781500765194703,0.855442847313085,1,2,2,0,1,0,0,1,0,0
"Female",19,18.8,"Right","R on L",65,"Right","Freq","Never",172.72,"Imperial",17.25,0.174309397167209,0.105265673377921,-0.888892054946286,0.0558528656502452,-0.962042586180846,1,2,1,1,0,0,0,1,0,0
"Male",21.4,21,"Right","L on R",96,"Neither","Some","Never",180,"Metric",19,1.47204742215031,1.27056338249147,2.2098932013718,0.845481678156881,-0.132248819258232,2,2,2,0,0,1,0,1,0,0
"Female",20,19.5,"Left","R on L",68,"Neither","Freq","Never",172,"Metric",19.167,0.7150335742435,0.476042217186777,-0.589009610786472,-0.0222422916306307,-0.0530627855004728,1,1,2,1,0,0,0,1,0,0
"Male",18.5,18.5,"Right","R on L",75,"Neither","Some","Never",185,"Metric",19,-0.0960526913709364,-0.0536385596830174,0.110716092253097,1.38780915927408,-0.132248819258232,2,2,2,0,0,1,0,1,0,0
"Male",22.5,22.6,"Right","L on R",64,"Right","Freq","Regul",187.96,"Imperial",23,2.06684401693423,2.11805262548314,-0.988852869666225,1.70886702809546,1.76442264799346,2,2,1,1,0,0,0,0,0,1
"Male",19.5,20.2,"Right","R on L",60,"Neither","Freq","Never",185.42,"Imperial",23.917,0.444671485705355,0.846818760995632,-1.38869612854598,1.43336466768792,2.19923458186091,2,2,1,1,0,0,0,1,0,0
"Female",18,18,"Right","L on R",92,"Neither","Freq","Never",165,"Metric",20,-0.366414779909082,-0.318478948117914,1.81004994249205,-0.781500765194703,0.341919047554691,1,2,2,1,0,0,0,1,0,0
"Female",18,18.5,"Right","R on L",64,"Neither","Freq","Never",164,"Metric",20.167,-0.366414779909082,-0.0536385596830174,-0.988852869666225,-0.889966261418142,0.42110508131245,1,2,2,1,0,0,0,1,0,0
"Male",21.8,22.3,"Right","R on L",76,"Left","Freq","Never",195,"Metric",23.917,1.68833709298082,1.9591483924222,0.210676906973035,2.47246412150847,2.19923458186091,2,2,2,1,0,0,0,1,0,0
"Female",14.05,14.2,"Right","L on R",80,"Right","Freq","Never",165,"Metric",18.167,-2.50227527936043,-2.33126590022313,0.610520165852788,-0.781500765194703,-0.527230652313395,1,2,2,1,0,0,0,1,0,0
"Female",16.3,16.2,"Right","L on R",92,"Right","Some","Regul",152.4,"Imperial",23.5,-1.28564588093878,-1.27190434648354,1.81004994249205,-2.14816601761003,2.00150658139992,1,2,1,0,0,1,0,0,0,1
"Male",21.5,21.6,"Right","R on L",69,"Right","Freq","Never",172.72,"Imperial",23.917,1.52611983985794,1.58837184861335,-0.489048796066533,0.0558528656502452,2.19923458186091,2,2,1,1,0,0,0,1,0,0
"Male",18.9,19.1,"Right","L on R",68,"Right","None","Never",180.34,"Imperial",23.917,0.120236979459579,0.26416990643886,-0.589009610786472,0.88235994687285,2.19923458186091,2,2,1,0,1,0,0,1,0,0
"Male",20.5,20,"Right","R on L",76,"Right","Freq","Never",173,"Metric",23.583,0.985395662781646,0.740882605621674,0.210676906973035,0.0862232045928082,2.04086251434539,2,2,2,1,0,0,0,1,0,0
"Male",14.05,15.5,"Right","L on R",72.5,"Neither","Freq","Heavy",171,"Metric",21.083,-2.50227527936043,-1.6426808902924,-0.139185944546749,-0.13070778785407,0.855442847313085,2,2,2,1,0,0,1,0,0,0
"Female",18.9,19.2,"Right","L on R",74,"Right","Some","Never",167.64,"Imperial",23.917,0.120236979459579,0.317137984125838,0.0107552775331582,-0.495151855164826,2.19923458186091,1,2,1,0,0,1,0,1,0,0
"Male",20,20.5,"Right","R on L",72.5,"Right","None","Never",187.96,"Imperial",19.667,0.7150335742435,1.00572299405657,-0.139185944546749,1.70886702809546,0.184021147905988,2,2,1,0,1,0,0,1,0,0
"Male",18.5,19,"Right","L on R",84,"Right","Freq","Regul",187,"Metric",17.917,-0.0960526913709364,0.21120182875188,1.01036342473254,1.60474015172095,-0.645772619016626,2,2,2,1,0,0,0,0,0,1
"Female",17.5,17.1,"Right","R on L",80,"Left","None","Never",167,"Metric",18.417,-0.636776868447227,-0.795191647300728,0.610520165852788,-0.564569772747825,-0.408688685610165,1,2,2,0,1,0,0,1,0,0
"Male",18.1,18.2,"Left","Neither",72.5,"Right","Some","Never",168,"Metric",21.167,-0.312342362201452,-0.212542792743956,-0.139185944546749,-0.456104276524387,0.895272948125372,2,1,2,0,0,1,0,1,0,0
"Male",20.2,20.3,"Right","L on R",72,"Neither","Some","Never",191.8,"Imperial",17.5,0.823178409658758,0.899786838682612,-0.189166351906718,2.12537453359346,-0.843500619477615,2,2,1,0,0,1,0,1,0,0
"Female",16.5,16.9,"Right","R on L",60,"Neither","Freq","Occas",169.2,"Metric",23.917,-1.17750104552352,-0.901127802674689,-1.38869612854598,-0.325945681056261,2.19923458186091,1,2,2,1,0,0,0,0,1,0
"Male",19.1,19.1,"Right","Neither",72.5,"Right","Some","Never",177,"Metric",19.917,0.228381814874839,0.26416990643886,-0.139185944546749,0.520085189486564,0.302563114609219,2,2,2,0,0,1,0,1,0,0
"Female",17.6,17.2,"Right","R on L",81,"Left","Some","Never",168,"Metric",18.5,-0.582704450739598,-0.74222356961375,0.710480980572726,-0.456104276524387,-0.369332752664693,1,2,2,0,0,1,0,1,0,0
"Female",19.5,19.2,"Right","R on L",70,"Right","Some","Never",170,"Metric",18.167,0.444671485705355,0.317137984125838,-0.389087981346595,-0.239173284077509,-0.527230652313395,1,2,2,0,0,1,0,1,0,0
"Female",16.5,15,"Right","L on R",65,"Right","Some","Regul",160.02,"Imperial",23.917,-1.17750104552352,-1.9075212787273,-0.888892054946286,-1.32165893638743,2.19923458186091,1,2,1,0,0,1,0,0,0,1
"Male",19,18.5,"Right","L on R",72.5,"Neither","Freq","Never",189,"Metric",17.417,0.174309397167209,-0.0536385596830174,-0.139185944546749,1.82167114416783,-0.882856552423087,2,2,2,1,0,0,0,1,0,0
"Male",19,18.5,"Right","R on L",72,"Right","Freq","Never",180.34,"Imperial",17.333,0.174309397167209,-0.0536385596830174,-0.189166351906718,0.88235994687285,-0.922686653235374,2,2,1,1,0,0,0,1,0,0
"Female",16.5,17,"Right","L on R",72.5,"Right","Some","Never",168,"Metric",23.917,-1.17750104552352,-0.848159724987709,-0.139185944546749,-0.456104276524387,2.19923458186091,1,2,2,0,0,1,0,1,0,0
"Male",20.5,19.5,"Left","L on R",80,"Right","Some","Occas",182.88,"Imperial",18.667,0.985395662781646,0.476042217186777,0.610520165852788,1.15786230728038,-0.290146718906934,2,1,1,0,0,1,0,0,1,0
"Female",15.5,15.5,"Right","Neither",50,"Right","Some","Regul",171,"Metric",18.5,-1.71822522259981,-1.6426808902924,-2.38830427574536,-0.13070778785407,-0.369332752664693,1,2,2,0,0,1,0,0,0,1
"Female",18,17.5,"Right","R on L",50,"Neither","Freq","Never",165,"Metric",18.667,-0.366414779909082,-0.583319336552812,-2.38830427574536,-0.781500765194703,-0.290146718906934,1,2,2,1,0,0,0,1,0,0
"Female",17.5,18,"Right","R on L",68,"Neither","Freq","Never",157.48,"Imperial",17.75,-0.636776868447227,-0.318478948117914,-0.589009610786472,-1.59716129679497,-0.724958652774385,1,2,1,1,0,0,0,1,0,0
"Female",19,18.5,"Left","L on R",98,"Left","Freq","Never",170,"Metric",17.25,0.174309397167209,-0.0536385596830174,2.40981483081168,-0.239173284077509,-0.962042586180846,1,1,2,1,0,0,0,1,0,0
"Male",20.5,20.5,"Right","Neither",76,"Right","Freq","Regul",172.72,"Imperial",23.917,0.985395662781646,1.00572299405657,0.210676906973035,0.0558528656502452,2.19923458186091,2,2,1,1,0,0,0,0,0,1
"Female",16.7,17,"Right","L on R",84,"Left","Freq","Never",164,"Metric",23.083,-1.06935621010826,-0.848159724987709,1.01036342473254,-0.889966261418142,1.80377858093893,1,2,2,1,0,0,0,1,0,0
"Female",20.5,20.5,"Right","R on L",72.5,"Left","Freq","Regul",171,"Metric",19.25,0.985395662781646,1.00572299405657,-0.139185944546749,-0.13070778785407,-0.013706852555001,1,2,2,1,0,0,0,0,0,1
"Female",17,16.5,"Right","R on L",70,"Right","Some","Never",162.56,"Imperial",17.167,-0.907138956985373,-1.11300011342261,-0.389087981346595,-1.04615657597989,-1.00139851912632,1,2,1,0,0,1,0,1,0,0
"Male",19,19.5,"Right","R on L",68,"Right","Freq","Occas",172,"Metric",23.417,0.174309397167209,0.476042217186777,-0.589009610786472,-0.0222422916306307,1.96215064845445,2,2,2,1,0,0,0,0,1,0
"Female",14.05,14.2,"Right","R on L",87,"Neither","Freq","Occas",165.1,"Imperial",17.083,-2.50227527936043,-2.33126590022313,1.31024586889236,-0.77065421557236,-1.0412286199386,1,2,1,1,0,0,0,0,1,0
"Female",17.5,17.6,"Right","L on R",79,"Right","Some","Never",162.5,"Metric",17.25,-0.636776868447227,-0.530351258865831,0.51055935113285,-1.0526645057533,-0.962042586180846,1,2,2,0,0,1,0,1,0,0
"Male",18.5,19,"Right","L on R",70,"Left","Freq","Never",170,"Metric",23.833,-0.0960526913709364,0.21120182875188,-0.389087981346595,-0.239173284077509,2.15940448104862,2,2,2,1,0,0,0,1,0,0
"Male",18,18.5,"Right","Neither",90,"Right","Some","Never",175,"Metric",18.75,-0.366414779909082,-0.0536385596830174,1.61012831305217,0.303154197039686,-0.250790785961462,2,2,2,0,0,1,0,1,0,0
"Male",20.5,20.7,"Right","R on L",72,"Right","Some","Never",168,"Metric",21.167,0.985395662781646,1.11165914943053,-0.189166351906718,-0.456104276524387,0.895272948125372,2,2,2,0,0,1,0,1,0,0
"Female",17,17,"Right","L on R",79,"Right","Some","Never",163,"Metric",23.917,-0.907138956985373,-0.848159724987709,0.51055935113285,-0.998431757641581,2.19923458186091,1,2,2,0,0,1,0,1,0,0
"Male",18.5,18.5,"Right","R on L",65,"Right","None","Never",165,"Metric",18.5,-0.0960526913709364,-0.0536385596830174,-0.888892054946286,-0.781500765194703,-0.369332752664693,2,2,2,0,1,0,0,1,0,0
"Male",18,18.5,"Right","R on L",62,"Right","Freq","Never",173,"Metric",20.333,-0.366414779909082,-0.0536385596830174,-1.1887744991061,0.0862232045928082,0.499816947203393,2,2,2,1,0,0,0,1,0,0
"Male",18.5,18,"Right","Neither",63,"Neither","Freq","Never",196,"Metric",20.083,-0.0960526913709364,-0.318478948117914,-1.08881368438616,2.5809296177319,0.381274980500163,2,2,2,1,0,0,0,1,0,0
"Male",20,19.5,"Right","R on L",92,"Right","Some","Never",179.1,"Imperial",18.917,0.7150335742435,0.476042217186777,1.81004994249205,0.747862731555785,-0.171604752203703,2,2,1,0,0,1,0,1,0,0
"Male",22,22.5,"Right","L on R",60,"Right","Some","Never",180,"Metric",23.917,1.79648192839608,2.06508454779616,-1.38869612854598,0.845481678156881,2.19923458186091,2,2,2,0,0,1,0,1,0,0
"Male",17.9,18.4,"Right","R on L",68,"Left","None","Occas",176,"Metric",18.917,-0.420487197616712,-0.106606637369998,-0.589009610786472,0.411619693263125,-0.171604752203703,2,2,2,0,1,0,0,0,1,0
"Female",17.6,17.8,"Right","L on R",72,"Left","Some","Never",160.02,"Imperial",17.25,-0.582704450739598,-0.424415103491873,-0.189166351906718,-1.32165893638743,-0.962042586180846,1,2,1,0,0,1,0,1,0,0
"Female",16.7,15.1,"Right","Neither",72.5,"Right","None","Never",157.48,"Imperial",18.167,-1.06935621010826,-1.85455320104032,-0.139185944546749,-1.59716129679497,-0.527230652313395,1,2,1,0,1,0,0,1,0,0
"Female",17,17.6,"Right","L on R",76,"Right","Some","Never",165,"Metric",23.917,-0.907138956985373,-0.530351258865831,0.210676906973035,-0.781500765194703,2.19923458186091,1,2,2,0,0,1,0,1,0,0
"Female",15,14.2,"Right","R on L",80,"Neither","Freq","Never",170.18,"Imperial",17,-1.98858731113796,-2.33126590022313,0.610520165852788,-0.219649494757289,-1.08058455288408,1,2,1,1,0,0,0,1,0,0
"Male",16,15.5,"Right","Neither",71,"Right","Freq","Never",154.94,"Imperial",17.167,-1.44786313406166,-1.6426808902924,-0.289127166626657,-1.8726636572025,-1.00139851912632,2,2,1,1,0,0,0,1,0,0
"Female",19.1,19,"Right","R on L",80,"Right","Some","Occas",170,"Metric",19.167,0.228381814874839,0.21120182875188,0.610520165852788,-0.239173284077509,-0.0530627855004728,1,2,2,0,0,1,0,0,1,0
"Female",17.5,16.5,"Right","R on L",80,"Neither","Some","Never",164,"Metric",17.5,-0.636776868447227,-1.11300011342261,0.610520165852788,-0.889966261418142,-0.843500619477615,1,2,2,0,0,1,0,1,0,0
"Female",16.2,15.8,"Right","R on L",61,"Right","Some","Occas",167,"Metric",19.25,-1.33971829864641,-1.48377665723146,-1.28873531382604,-0.564569772747825,-0.013706852555001,1,2,2,0,0,1,0,0,1,0
"Male",21,21,"Right","L on R",50,"Neither","Freq","Never",174,"Metric",21.333,1.25575775131979,1.27056338249147,-2.38830427574536,0.194688700816247,0.973984814016316,2,2,2,1,0,0,0,1,0,0
"Female",18.8,17.8,"Right","R on L",76,"Right","Some","Never",171,"Metric",18.583,0.0661645617519512,-0.424415103491873,0.210676906973035,-0.13070778785407,-0.329976819719221,1,2,2,0,0,1,0,1,0,0
"Female",18.5,18,"Right","Neither",86,"Right","None","Never",160,"Metric",20.167,-0.0960526913709364,-0.318478948117914,1.21028505417242,-1.3238282463119,0.42110508131245,1,2,2,0,1,0,0,1,0,0
"Male",17,17.5,"Right","R on L",80,"Right","Some","Regul",179.1,"Metric",18.667,-0.907138956985373,-0.583319336552812,0.610520165852788,0.747862731555785,-0.290146718906934,2,2,2,0,0,1,0,0,0,1
"Female",17.5,17,"Right","R on L",83,"Neither","Freq","Occas",168,"Metric",17.083,-0.636776868447227,-0.848159724987709,0.910402610012603,-0.456104276524387,-1.0412286199386,1,2,2,1,0,0,0,0,1,0
"Female",17.5,17.6,"Right","L on R",76,"Right","Some","Never",153.5,"Metric",17.417,-0.636776868447227,-0.530351258865831,0.210676906973035,-2.02885397176425,-0.882856552423087,1,2,2,0,0,1,0,1,0,0
"Male",17.5,17.6,"Right","R on L",84,"Right","Some","Never",160,"Metric",18.583,-0.636776868447227,-0.530351258865831,1.01036342473254,-1.3238282463119,-0.329976819719221,2,2,2,0,0,1,0,1,0,0
"Male",17.5,17,"Left","L on R",97,"Neither","None","Never",165,"Metric",19.5,-0.636776868447227,-0.848159724987709,2.30985401609174,-0.781500765194703,0.10483511414823,2,1,2,0,1,0,0,1,0,0
"Female",20.8,20.7,"Right","R on L",72.5,"Neither","Freq","Never",171.5,"Metric",18.5,1.14761291590453,1.11165914943053,-0.139185944546749,-0.0764750397423502,-0.369332752664693,1,2,2,1,0,0,0,1,0,0
"Female",18.6,18.6,"Right","L on R",74,"Right","Some","Never",160,"Metric",17.167,-0.0419802736633066,-0.000670481996037247,0.0107552775331582,-1.3238282463119,-1.00139851912632,1,2,2,0,0,1,0,1,0,0
"Female",17.5,17.5,"Left","R on L",83,"Neither","Some","Never",163,"Metric",17.25,-0.636776868447227,-0.583319336552812,0.910402610012603,-0.998431757641581,-0.962042586180846,1,1,2,0,0,1,0,1,0,0
"Male",18,18.5,"Right","R on L",78,"Right","Freq","Never",171,"Metric",17.5,-0.366414779909082,-0.0536385596830174,0.410598536412911,-0.13070778785407,-0.843500619477615,2,2,2,1,0,0,0,1,0,0
"Male",17,17.5,"Right","R on L",65,"Right","Some","Never",165,"Metric",20.417,-0.907138956985373,-0.583319336552812,-0.888892054946286,-0.781500765194703,0.53964704801568,2,2,2,0,0,1,0,1,0,0
"Female",18,17.8,"Right","L on R",68,"Right","Some","Never",168.9,"Imperial",17.083,-0.366414779909082,-0.424415103491873,-0.589009610786472,-0.358485329923291,-1.0412286199386,1,2,1,0,0,1,0,1,0,0
"Male",19.5,20,"Right","Neither",72.5,"Right","Some","Never",170,"Metric",21.25,0.444671485705355,0.740882605621674,-0.139185944546749,-0.239173284077509,0.934628881070844,2,2,2,0,0,1,0,1,0,0
"Female",16.3,16.2,"Right","L on R",72.5,"Right","None","Never",171,"Metric",19.25,-1.28564588093878,-1.27190434648354,-0.139185944546749,-0.13070778785407,-0.013706852555001,1,2,2,0,1,0,0,1,0,0
"Male",18.2,19.8,"Right","R on L",88,"Right","Freq","Never",185,"Metric",19.333,-0.258269944493824,0.634946450247715,1.41020668361229,1.38780915927408,0.0256490803904708,2,2,2,1,0,0,0,1,0,0
"Female",17,17.3,"Right","L on R",72.5,"Neither","Freq","Never",173,"Metric",19.167,-0.907138956985373,-0.68925549192677,-0.139185944546749,0.0862232045928082,-0.0530627855004728,1,2,2,1,0,0,0,1,0,0
"Male",23.2,23,"Right","L on R",75,"Right","Freq","Never",188,"Metric",18.917,2.44535094088763,2.32992493623106,0.110716092253097,1.71320564794439,-0.171604752203703,2,2,2,1,0,0,0,1,0,0
"Male",23.2,23,"Right","L on R",72.5,"Right","None","Heavy",171,"Metric",20.917,2.44535094088763,2.32992493623106,-0.139185944546749,-0.13070778785407,0.776730981422141,2,2,2,0,1,0,1,0,0,0
"Female",15.9,16.5,"Right","R on L",70,"Right","Freq","Never",167.64,"Imperial",17.333,-1.50193555176929,-1.11300011342261,-0.389087981346595,-0.495151855164826,-0.922686653235374,1,2,1,1,0,0,0,1,0,0
"Female",17.5,18.4,"Right","R on L",88,"Right","Some","Never",162.56,"Imperial",18.167,-0.636776868447227,-0.106606637369998,1.41020668361229,-1.04615657597989,-0.527230652313395,1,2,1,0,0,1,0,1,0,0
"Female",17.5,17.6,"Right","L on R",72.5,"Right","Freq","Never",150,"Metric",20.75,-0.636776868447227,-0.530351258865831,-0.139185944546749,-2.40848320854629,0.697544947664383,1,2,2,1,0,0,0,1,0,0
"Female",17.6,17.2,"Right","L on R",72.5,"Right","Some","Never",171,"Metric",19.917,-0.582704450739598,-0.74222356961375,-0.139185944546749,-0.13070778785407,0.302563114609219,1,2,2,0,0,1,0,1,0,0
"Female",17.5,17.8,"Right","R on L",96,"Right","Some","Never",171,"Metric",18.667,-0.636776868447227,-0.424415103491873,2.2098932013718,-0.13070778785407,-0.290146718906934,1,2,2,0,0,1,0,1,0,0
"Female",18.8,18.3,"Right","R on L",80,"Right","Some","Heavy",170.18,"Imperial",18.417,0.0661645617519512,-0.159574715056976,0.610520165852788,-0.219649494757289,-0.408688685610165,1,2,1,0,0,1,1,0,0,0
"Male",20,19.8,"Right","L on R",68,"Right","Freq","Never",185,"Metric",17.417,0.7150335742435,0.634946450247715,-0.589009610786472,1.38780915927408,-0.882856552423087,2,2,2,1,0,0,0,1,0,0
"Female",18.6,18.8,"Right","L on R",70,"Right","Freq","Regul",167,"Metric",20.333,-0.0419802736633066,0.105265673377921,-0.389087981346595,-0.564569772747825,0.499816947203393,1,2,2,1,0,0,0,0,0,1
"Male",18.6,19.6,"Right","L on R",71,"Right","Freq","Occas",185,"Metric",19.333,-0.0419802736633066,0.529010294873757,-0.289127166626657,1.38780915927408,0.0256490803904708,2,2,2,1,0,0,0,0,1,0
"Female",18.8,18.5,"Right","R on L",80,"Right","Some","Never",169,"Metric",18.167,0.0661645617519512,-0.0536385596830174,0.610520165852788,-0.347638780300948,-0.527230652313395,1,2,2,0,0,1,0,1,0,0
"Male",18,16,"Right","R on L",72.5,"Right","Some","Never",180.34,"Imperial",20.75,-0.366414779909082,-1.3778405018575,-0.139185944546749,0.88235994687285,0.697544947664383,2,2,1,0,0,1,0,1,0,0
"Female",18,18,"Right","L on R",85,"Right","Some","Never",165.1,"Imperial",17.667,-0.366414779909082,-0.318478948117914,1.11032423945248,-0.77065421557236,-0.764314585719856,1,2,1,0,0,1,0,1,0,0
"Female",18.5,18,"Right","L on R",88,"Right","Some","Never",160,"Metric",16.917,-0.0960526913709364,-0.318478948117914,1.41020668361229,-1.3238282463119,-1.11994048582955,1,2,2,0,0,1,0,1,0,0
"Female",17.5,16.5,"Right","R on L",72.5,"Right","Some","Never",170,"Metric",18.583,-0.636776868447227,-1.11300011342261,-0.139185944546749,-0.239173284077509,-0.329976819719221,1,2,2,0,0,1,0,1,0,0
"Male",21,21.5,"Right","R on L",90,"Right","Some","Never",183,"Metric",17.167,1.25575775131979,1.53540377092637,1.61012831305217,1.1708781668272,-1.00139851912632,2,2,2,0,0,1,0,1,0,0
"Female",17.6,17.3,"Right","R on L",85,"Right","Freq","Never",168.5,"Metric",17.75,-0.582704450739598,-0.68925549192677,1.11032423945248,-0.401871528412667,-0.724958652774385,1,2,2,1,0,0,0,1,0,0
